DAY,JN,CW,PS,HZ,JN,,EK,DATE,EVENT 1,CLASSROOM,"Shift 1
8am - 9.30am","Shift 2
12.30pm - 2pm","Shift 3
4.30pm - 6pm",EVENT 2,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 3,CLASSROOM,Shift 1,Shift 2,Shift,EVENT 4,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 5,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 6,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 7,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 8,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 9,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 9,CLASSROOM,Shift 1,Shift 2,Shift 3
Tuesday,,,,,,,,9-Sep-25,MTRS,TT24/25,,,,CSA STL2,2.612A,KM,KM,KM,"Aisyah OSP till Dec 25 (2=50"")",,,,,(SCTP) DAITCS,NYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,10-Sep-25,CSA SS,2.612A,IC,IC ,IC,,,,,,NYP DIL Setup,1.311A,,,,(SCTP) DAITCS,NYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,11-Sep-25,CPE,TT24/25,KM,KM,KM,,,,,,NYP DIL,1.311A,AL,AL,AL,(SCTP) DAITCS,NYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,12-Sep-25,CPE,TT24/25,KM,KM,KM,CSA DF,2.612A,ST,ST,ST,NYP DIL,1.311A,AL,AL,AL,ARISE Program,TT20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,13-Sep-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,14-Sep-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,15-Sep-25,RSAF DSV,Online,AL,AL,,WSG,TT24/25,,,,,,,,,(SCTP) DAITCS,TT20,IC,IC,IC,NLPGAI Certis,Comp Lab 1.611,KS,KS,KS,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,16-Sep-25,AIIS Setup,TT24/25,,,,,,,,,,,,,,(SCTP) DAITCS,TT20,IC,IC,IC,"Ridzwan Library (2=50"")",2.612A,,,,"Alan Yeow (1=85"")",,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,17-Sep-25,FAIS,TT24/25,KM,KM,KM,,,,,,,,,,,,,,,,"Ridzwan Library (2=50"")",2.612A,,,,"Alan Yeow (1=85"")",,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,18-Sep-25,WSG,TT24/25,,,,,,,,,"Lim Lee Cheng EDS (1=50"")",2.612A,,,,,,,,,"Ridzwan Library (2=50"")",2.612A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,19-Sep-25,,,,,,SCTP Preview AA,TT19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,20-Sep-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,21-Sep-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,22-Sep-25,RSAF DSV,Online,AL,AL,,(SCTP) DAITCS,TT20,PC,PC,PC,Certis AI D1,Comp Lab 1.611,ST,ST,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,23-Sep-25,TPGI Quantum,TT24/25,AL,AL,AL,(SCTP) DAITCS,TT20,KM,KM,KM,Certis AI D2,Comp Lab 1.611,ST,ST,ST,GCAIPROJM,TT14/TT15,PC,PC,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,24-Sep-25,TPGI Quantum,TT24/25,AL,AL,AL,,,,,,,,,,,GCAIPROJM,TT14/TT15,PC,PC,PC,,,,,,M5 BI,Zoom,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,25-Sep-25,CGAIP,TT14/TT15,IC,IC ,IC,,,,,,"Zoyi CDC (Loan 2x85"" & 1x 50"" hub)",,,,,GCAIPRODM,TT24/25,KM,KM,KM,,,,,,M5 BI,Zoom,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,26-Sep-25,CGAIP,TT14/TT15,IC,IC ,IC,RSAF RDBMS,TT19,KM,KM,KM,"Zoyi CDC (Loan 2x85"" & 1x 50"" hub)",,,,,GCAIPRODM,TT24/25,PC,PC,PC,Infineon - ArchiWorkshop,offsite,,,,M5 BI,Zoom,,,,,,,,,FAIA setup,TT24/25,,,,,,,,,,,,,
Saturday,,,,,,,,27-Sep-25,,,,,,,,,,,"Zoyi CDC (Loan 2x85"" & 1x 50"" hub)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,28-Sep-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,29-Sep-25,AMKH AIBP,TT14,ST,ST,ST,NLPGAI Certis,Comp Lab 1.611,PC,PC,PC,,,,,,(SCTP) DAITCS,TT20,KS,KS,KS,FAIA,TT24/25,IC,IC,IC,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,30-Sep-25,AMKH AIBP,TT14,ST,ST,ST,FAIA Set up,TT24/25,,,,NLPGAI Certis,Comp Lab 1.611,CW,CW,CW,(SCTP) DAITCS,TT20,KS,KS,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,1-Oct-25,NLPGAI Certis,Comp Lab 1.611,PC,PC,PC,FAIA (SimplyGo),TT24/25,SS,SS,SS,,,,,,(SCTP) DAITCS,TT20,IC,IC,IC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,2-Oct-25,EP (MND),,,,,DST,,,,,"Alan Yeow (1=85"")",,,,,(SCTP) DAITCS,TT20,KS,KS,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,3-Oct-25,EP (MND),,,,,RSAF RDBMS,TT19,PC,PC,PC,"Alan Yeow (1=85"")",,,,,(SCTP) DAITCS,TT20,KS,KS,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,4-Oct-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,5-Oct-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,6-Oct-25,NLPGAI Certis,Comp Lab 1.611,TN,TN,TN,CPE,Zoom,RG,RG,,,,,,,(SCTP) DAITCS,TT20,ST,ST,ST,,,,,,,,,,,"Alan Yeow (1=85"")",,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,7-Oct-25,NLPGAI Certis,Comp Lab 1.611,TN,TN,TN,CPE,Zoom,RG,RG,RG,,,,,,(SCTP) DAITCS,TT20,ST,ST,ST,,,,,,,,,,,"Alan Yeow (1=85"")",,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,8-Oct-25,NLPGAI Certis,Comp Lab 1.611,TN,TN,TN,,,,,,,,,,,(SCTP) DAITCS,NYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,9-Oct-25,AIBP Certis ,Comp Lab,TT,TT,TT,FAIS Setup,TT24/25,,,,,,,,,(SCTP) DAITCS,NYP,,,,EP (SPS1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,10-Oct-25,AIBP Certis ,Comp Lab,TT,TT,TT,FAIS,TT24/25,SS,SS,SS,RSAF RDBMS,TT19,RG,RG,RG,,,,,,EP (SPS1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,11-Oct-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,12-Oct-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,13-Oct-25,(SCTP) DAITCS,TT20,ST,ST,ST,NLPGAI Certis,Comp Lab 1.611,TN,TN,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,14-Oct-25,(SCTP) DAITCS,TT20,ST,ST,ST,NLPGAI Certis,Comp Lab 1.611,RG,RG,RG,CSM,Zoom,TN,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,15-Oct-25,NLPGAI Certis,Comp Lab 1.611,TN,TN,TN,FAIS,TT24/25,ST,ST,ST,CSM,Zoom,KS,KS,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,16-Oct-25,,,,,,FAIA,Offsite,,,,CSPO,Zoom,KS,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,17-Oct-25,RSAF RDBMS,TT19,TT,TT,TT, ,,,,,CSPO,Zoom,KS,KS,KS,,,,,,,,,,,,,,,,FAIA Setup,TT24/25,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,18-Oct-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,19-Oct-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,20-Oct-25,Deepavali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,21-Oct-25,,,,,,NLPGAI Certis,Comp Lab 1.611,TN,TN,TN,,,,,,(SCTP) DAITCS,TT20,KS,KS,KS,WSG,setup,,,,,,,,,FAIA ,TT24/25,RG,RG,RG,,,,,,,,,,,,,,,
Wednesday,,,,,,,,22-Oct-25,NLPGAI Certis,Comp Lab 1.611,TN,TN,TN,,,,,,,,,,,(SCTP) DAITCS,TT20,KS,KS,KS,WSG,TT14/15,RG,RG,RG,M6 GenAI,Zoom,,,,ACSM,Zoom,IC,IC,IC,,,,,,,,,,,,,,,
Thursday,,,,,,,,23-Oct-25,CGAIP,TT16/17,TN,TN,TN,BAS RCB,Offsite,PS,PS,PS,SDA,1.311A,TT,TT,TT,(SCTP) DAITCS,TT20,DA,DA,DA,WSG,TT14/15,SA,SA,SA,M6 GenAI,Zoom,,,,ACSM,Zoom,ST,ST,ST,AMKH AIBP,2.612A,RG,RG,RG,,,,,,,,,,
Friday,,,,,,,,24-Oct-25,CGAIP,TT16/17,TN,TN,TN,BAS RCB,Offsite,PS,PS,PS,RSAF RDBMS,Online,RG,RG,,(SCTP) DAITCS,TT20,KS,KS,KS,DAI for Alumni - Setup,TT13/14/15,,,ST,M6 GenAI,Zoom,,,,,,,,,AMKH AIBP,2.612A,IC,IC,IC,,,,,,,,,,
Saturday,,,,,,,,25-Oct-25,,,,,,,,,,,,,,,,,,,,,DAI for Alumni,TT13/14/15,ST,ST,ST,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,26-Oct-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,27-Oct-25,RSAF DWPP,TT20,PC,PC,PC,BAS RCB,Offsite,,,,NLPGAI Certis,Comp Lab 1.611,TN,TN,TN,EP (HTX7),,,,,,,,,,,,,,,"Alan Yeow (1=85"")",,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,28-Oct-25,AFI - ISSZ,TT19,IC,IC ,IC,NLPGAI Certis,Comp Lab 1.611,PC,PC ,PC,,,,,,EP (HTX7),,,,,,,,,,,,,,,"Alan Yeow (1=85"")",,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,29-Oct-25,,,,,,,,,,,,,,,,(SCTP) DAITCS,TT20,RG,RG,RG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,30-Oct-25,,,,,,SDA,1.311A,TT,TT,TT,,,,,,AIBP Certis ,Comp Lab,PC,PC,PC,"Royston (1=50"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,31-Oct-25,RSAF RDBMS,Online,TN,TN,,,,,,,,,,,,AIBP Certis ,Comp Lab,PC,PC,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,1-Nov-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,2-Nov-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,3-Nov-25,RSAF DWPP,TT20,PC,PC,PC,INLP,TT19 or TT15,,,,EP,Libray TR,,KS,,ACS,1.311A,RG,RG,RG,NLPGAI Certis,Comp Lab 1.611,ST,ST,ST,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,4-Nov-25,,,,,,WSG,TT24/TT25,SA,SA,SA,,,,,,ACS,1.311A,RG,RG,RG,NLPGAI Certis,Comp Lab 1.611,ST,ST,ST,"Alan Yeow (1=85"")",,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,5-Nov-25,,,,,,WSG,TT24/TT25,SA,SA,SA, ,,,,,ACS,1.311A,RG,RG,RG,,,,,,"Alan Yeow (1=85"")",,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,6-Nov-25,SIMV,2.612A,TT,TT,TT,AIBP Certis ,Comp Lab,ST,ST,ST,DILW,1.311A,DA,DA,DA,ACS,TT13,RG,RG,RG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,7-Nov-25,,,,,,AIBP Certis ,Comp Lab,ST,ST,ST,DILW,1.311A,DA,DA,DA,,,,,,,,,,,,,,,,NS Setup (PM),2.612A,SS,SS,SS,,,,,,,,,,,,,,,
Saturday,,,,,,,,8-Nov-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,9-Nov-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,10-Nov-25,GCAIPROJM,Zoom,ST,ST,ST,RSAF DWPP,TT20,PC,PC,PC,CPE,LT4,KS,KS,KS,ACS,1.311A,PS,PS,,NLPGAI Certis,Comp Lab 1.611,TN,TN,TN,R & T HGAITLW,TT14/15,TT,TT,TT,Singhealth NS,2.612A,RT,RT,RT,"Alan Yeow (1=50"")",SA,,,,,,,,,,,,,
Tuesday,,,,,,,,11-Nov-25,GCAIPROJM,Zoom,ST,ST,ST,"Tina (1=85"")",1.311A,,,,CPE,LT4,KS,KS,KS,,,,,,NLPGAI Certis,Comp Lab 1.611,TN,TN,TN,AFI - ISSZ,Overseas,,,,Singhealth NS,2.612A,IC,IC,IC,,,,,,,,,,,,,,,
Wednesday,,,,,,,,12-Nov-25,,,,,,WSG,TT16/17,TT,TT,TT,DBS,Zoom,,,,,,,,,,,,,,AFI - ISSZ,Overseas,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,13-Nov-25,SIMV,2.612A,TT,TT,TT,WSG setup,TT16/17,,,,DBS,Zoom,,,,,,,,,,,,,,AFI - ISSZ,Overseas,,,,"Alan Yeow (1=85"")",,,,,"Strategic Design, AI and Technology Integration for Executives D1",LTR & LL,,,,,,,,,,,,,
Friday,,,,,,,,14-Nov-25,,,,,,WSG,TT16/17,,ST,ST,DBS,Zoom,,,,,,,,,NLPGAI Certis,Comp Lab 1.611,TN,TN,TN,AFI - ISSZ,Overseas,,,,"Alan Yeow (1=85"")",,,,,"Strategic Design, AI and Technology Integration for Executives D2",LTR & LL,,,,,,,,,,,,,
Saturday,,,,,,,,15-Nov-25,,,,,,,,,,,,,,,,STEAMunity Run 5 Setup,TPCC,CW,CW,CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,16-Nov-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,17-Nov-25,RSAF DWPP,TT20,PC,PC,PC,,,,,,,,,,,STEAMunity Run 5 ,TPCC,CW,CW,CW,NLPGAI Certis,Comp Lab 1.611,TN,TN,TN,ACS,1.311A,ST,ST,,"Alan Yeow (1=85"")",,,,,Strategic Doing: See the Future of Work Through Design AI and Innovation,LTR & LL,,,,,,,,,,,,,
Tuesday,,,,,,,,18-Nov-25,CPE,1.311A,TT,TT,TT,WSG,TT16/17,ST,ST,ST,FAIS - KHL  (Setup),Offsite,,,,STEAMunity Run 5,TPCC,CW,CW,CW,AIBP Certis ,Comp Lab,TN,TN,TN,"Cynthia Khoo (Loan 85"" Hub)",2.612A (2pm),,,,,,,,,Strategic Doing: See the Future of Work Through Design AI and Innovation,LTR & LL,,,,,,,,,,,,,
Wednesday,,,,,,,,19-Nov-25,CPE,1.311A,TT,TT,TT,WSG,TT16/17,PC,PC ,PC,FAIS - KHL Printing,Offsite,SS,SS,SS,STEAMunity Run 5,SUTD,,,,AIBP Certis ,Comp Lab,TN,TN,TN,"Cynthia Khoo (Loan 85"" Hub)",2.612A,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,20-Nov-25,,,,,,SIMV,Zoom,TT,TT,,,,,,,,,,,,,,,,,"Cynthia Khoo (Loan 85"" Hub)",2.612A,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,21-Nov-25,,,,,,,,,,,,,,,,,,,,,,,,,,"Cynthia Khoo (Loan 85"" Hub)",2.612A,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,22-Nov-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,23-Nov-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,24-Nov-25,CGAIP,LT4,ST,ST,ST,RSAF DWPP,Online,PC,PC,,AIBP Certis ,Comp Lab,TN,TN,TN,R & T MAEG,TT16/17,TT,TT,TT,AIS Setup ,TT24/25,,,SS,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,25-Nov-25,CGAIP,LT4,ST,ST,ST,EP,,,,,AIBP Certis ,Comp Lab,TN,TN,TN,R & T MAEG,TT16/17,TT,TT,TT,FAIA,TT24/25,RG,RG,RG,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,26-Nov-25,,,,,,EP,,,,,WSG,TT16/17,SA,SA,SA,,,,,,FAIS,TT24/25,RG,RG,RG,,,,,,DME,Zoom,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,27-Nov-25,GRA IAI,Comp Lab,RG,RG,RG,SIMV,Zoom,TT,TT,,WSG setup,TT16/17,SA,SA,SA,STEAMunity Check in Setup ,,,,,"Alan Yeow (1=85"")",,,,,CGAIP,1.311A,ST,ST,ST,DME,Zoom,,,,"Strategic Design, AI and Technology Integration for Executives D1",LTR & LL,,,,HR Loan,2.612A,,,,,,,,
Friday,,,,,,,,28-Nov-25,,,,,,,,,,,WSG,TT16/17,SA,SA,SA,STEAMunity Check in ,TPCC,CW,CW,CW,"Alan Yeow (1=85"")",,,,,CGAIP,1.311A,ST,ST,ST,DME,Zoom,,,,"Strategic Design, AI and Technology Integration for Executives D2",LTR & LL,,,,,,,,,,,,,
Saturday,,,,,,,,29-Nov-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,30-Nov-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,1-Dec-25,RSAF DWPP,Online,RG,RG,,CSM,Zoom,ST,ST,,SD,LTR & LL,KS,KS,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,2-Dec-25,DIVE IN Setup,TT24/25,,,,CSM,Zoom,ST,ST,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,3-Dec-25,DIVE IN ,TT24/25,IC,IC ,IC,CSPO,Zoom,TN,TN,,,,,,,,,,,,WSG,TT16/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,4-Dec-25,,,,,,CSPO,Zoom,TN,TN,TN,SD,TT24/25,KS,KS,KS,,,,,,WSG setup,TT16/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,5-Dec-25,,,,,,,,,,,,,,,,STEAMunity Demo Day ,SCB,,,,WSG,TT16/17,ST,ST,"ST,TT",,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,6-Dec-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,7-Dec-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,8-Dec-25,SD,TT24/25,KS,KS,KS,,,,,,Mindef MMTM,"TT13,14,15",TN,TN,TN,GCAIProjM,LT4,ST,ST,ST,CPE,1.311A,SA,SA,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,9-Dec-25,SMART ISSZ Setup,TT24/25,,,,WSG,TT16/17,SA,SA,SA,Mindef MMTM,MPH,Haz,Haz,Haz,GCAIProjM,LT4,ST,ST,ST,CPE,1.311A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,10-Dec-25,SMART ISSZ,TT24/25,IC,IC ,IC,WSG,TT16/17,SA,SA,SA,Mindef MMTM,"TT13,14,15",Haz,Haz,Haz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,11-Dec-25,GCAIPRODM,TT16/17,TT,TT,TT,CGAIP,LT2,RG,RG,RG,Mindef MMTM,"TT13,14,15",KS,KS,KS,"Ramanjit DIO (1=50"")",SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,12-Dec-25,GCAIPRODM,TT16/17,TT,TT,TT,CGAIP,LT2,RG,RG,RG,Mindef MMTM,"TT13,14,15",KS,KS,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,13-Dec-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,14-Dec-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,15-Dec-25,CGAIP,1.311A,RT,RT,RT,,,,,,Mindef MMTM,"TT13,14,15",KS,KS,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,16-Dec-25,CGAIP,1.311A,RT,RT,RT,HGAITLW (R&T),2.612A,RG,RG,RG,Mindef MMTM,"TT13,14,15",JN,JN,JN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,17-Dec-25,,,,,,"EXAM PERIOD (HIGH ALERT)
Classrooms Crunch",,,,,Mindef MMTM,"TT13,14,15",RG,RG,RG,"EXAM PERIOD (HIGH ALERT)
Classrooms Crunch",,,,,"EXAM PERIOD (HIGH ALERT)
Classrooms Crunch",,,,,GSRPA,Zoom,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,18-Dec-25,CPE,Zoom,TT,TT,,,,,,,Mindef MMTM,"TT13,14,15",RG,RG,RG,,,,,,,,,,,GSRPA,Zoom,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,19-Dec-25,CPE,Zoom,TT,TT,TT,,,,,,Mindef MMTM,"TT13,14,15",RG,RG,RG,,,,,,,,,,,GSRPA,Zoom,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,20-Dec-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,21-Dec-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,22-Dec-25,CGAIP,Zoom,KS,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,23-Dec-25,CGAIP,Zoom,KS,KS,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,24-Dec-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,25-Dec-25,"XMAS (NOTE, CLASSROOM CRUNCH MOVING FORWARD. CONTROL CLASS SIZE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,26-Dec-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,27-Dec-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,28-Dec-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,29-Dec-25,CGAIP,1.311A,,ST,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,30-Dec-25,CGAIP,1.311A,ST,ST,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,31-Dec-25,EP-SDAITI CGH Setup,TT24/25,,,,UNIVERSITY HOLIDAY,,,,,,,,,,,,,,,UNIVERSITY HOLIDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,1-Jan-26,"NEW YEAR DAY (NOTE, CLASSROOM CRUNCH MOVING FORWARD. CONTROL CLASS SIZE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,2-Jan-26,UNIVERSITY HOLIDAY,,,,,,,,,,,,,,,STEAMunity Run 5 Kick off ,TBC,UNIVERSITY HOLIDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,3-Jan-26,STEAMunity Stage 2 Kick-off,SUTD,,,,,,,,,,,,,,STEAMunity Run 5 Kick off ,TBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,4-Jan-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,5-Jan-26,NLPGAI Certis,Comp Lab 1.611,TN,TN,TN,FAIS Setup,TT24/25,,,,EP-SD CGH,TT24/25,KS,KS,KS,CGAIProjM,Zoom,ST,ST,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
